Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
90%:10% Jurkat:293T,12.28621831,18.1491477,5.930647155,-18.82304201,-27.00966437,-3.137291186,3.681686519,2.027166256,9.285584355,19.42199006
90%:10% Jurkat:293T,10.3703377,14.65677207,16.52493419,-17.15504679,-2.586591197,0.756137032,2.799496056,-0.869961019,-9.859997509,5.804366386
90%:10% Jurkat:293T,13.49361692,-1.275884227,-5.233189846,-1.6967803,-1.827224389,-0.858963193,-6.328334259,-0.391109031,-2.011214732,-1.788764931
90%:10% Jurkat:293T,11.14168702,5.104853689,0.468040733,-4.09506664,4.966083068,3.244463021,-3.656267017,0.998038464,4.59273651,-5.644320575
90%:10% Jurkat:293T,15.4247997,11.2081994,4.51474876,-12.61108194,-4.161903835,-12.33787535,15.80913907,-0.555264872,-14.59428238,21.05711635
90%:10% Jurkat:293T,12.96568168,-7.2357793,-11.2567637,-10.05309258,4.467002039,6.145181248,-7.186252692,0.949535129,9.502911553,-10.56220224
90%:10% Jurkat:293T,13.69338743,5.590513419,6.897877447,-7.616160042,4.330267482,-1.159351533,-4.811736922,-0.317001078,-2.492918117,-3.805726474
90%:10% Jurkat:293T,12.80917852,5.976101916,-2.870823644,-3.2529829,8.351901953,0.322622017,-5.690273905,0.477572714,2.224295106,3.497980165
90%:10% Jurkat:293T,14.61960904,-2.602306688,-14.29954614,-1.315915642,-4.615122145,-5.938061911,2.930806237,1.747848314,1.028002444,-5.117464509
90%:10% Jurkat:293T,-28.9477586,-0.080411346,-9.069258865,4.709795478,-3.197329256,-2.200678954,-3.822968407,-3.550920417,3.002906361,-1.700019579
90%:10% Jurkat:293T,13.04915222,-1.560323904,-0.790837124,-2.331286167,13.34601347,-4.666652695,5.762135728,1.105930436,-1.820348259,1.341385192
90%:10% Jurkat:293T,13.53512517,14.74200429,-10.23324688,5.170522301,-13.53553309,-1.903755045,3.72221518,0.006078877,-3.585360332,-0.319825419
90%:10% Jurkat:293T,12.0956101,6.61632997,-0.572142489,-5.026513531,5.340937774,-10.65804279,0.006605221,1.528047139,1.752504638,-1.031298844
90%:10% Jurkat:293T,12.33601987,11.4886833,7.123253468,-7.25179114,-4.371591626,8.060249207,-3.257022517,-0.427247941,0.131862757,2.287143213
90%:10% Jurkat:293T,-35.49229859,19.64890706,10.13472106,0.709781325,-5.406388065,6.477493819,-0.819752174,0.4835715,7.264470726,4.215514265
90%:10% Jurkat:293T,14.46192499,-0.676470997,-4.503339103,0.976820872,5.81160666,-5.493232588,-3.141269833,0.457046963,1.325540792,3.365776672
90%:10% Jurkat:293T,16.11065066,17.1638429,7.668443898,-0.857493035,6.108640164,-7.159242592,3.201430404,0.093292654,-1.289838106,-2.216852962
90%:10% Jurkat:293T,15.17490339,9.294177788,0.779320239,-0.934269172,6.455238945,-4.238711751,-3.62427814,1.200896389,1.696321007,1.053641814
90%:10% Jurkat:293T,13.1758507,6.021842713,0.54667586,0.359792569,0.673986567,7.866854717,3.395640531,0.370392416,2.245966749,0.452385356
90%:10% Jurkat:293T,11.31776091,5.448465339,-4.173723999,0.09211456,-5.849747852,-3.696295901,6.964804792,0.006339698,-7.79480383,-3.758873288
90%:10% Jurkat:293T,14.62609586,11.32652704,-0.236721244,3.331962976,10.83998706,-6.0844197,4.415188187,-0.707362708,1.361966234,4.532682058
90%:10% Jurkat:293T,14.37089987,15.56405834,7.489946636,-8.740602492,7.798660732,5.109431069,2.804325812,0.815193503,6.809041304,-12.93321078
90%:10% Jurkat:293T,6.140846409,-10.25088134,-30.62616011,-22.06160268,-13.24046543,-2.241914092,1.434040504,0.107031511,3.046380788,9.935070403
90%:10% Jurkat:293T,15.50320002,7.811855977,8.486299023,-7.309780399,8.195033696,4.196548837,-2.875824286,0.052791148,-1.678748296,-4.2960926
90%:10% Jurkat:293T,13.75372645,9.283571452,-0.481420622,-6.423555676,5.985048821,-1.579854079,-2.688665527,1.512554055,4.061709337,-7.323747571
90%:10% Jurkat:293T,12.15268833,5.112000169,-3.011253201,0.00358039,-7.448248085,6.563287611,-2.831137063,-1.227264267,-3.389540029,-3.509756827
90%:10% Jurkat:293T,14.10728599,21.33434819,4.261691586,5.275448512,4.104393649,-7.118108032,-6.677922312,-0.796719553,-0.104905875,5.129710626
90%:10% Jurkat:293T,12.83810719,7.906818444,-3.011998423,-10.07451569,3.639910718,-10.10824127,-0.337065675,1.906816158,3.572201898,-3.725414658
90%:10% Jurkat:293T,14.19688278,9.978798459,-0.96973329,2.866947661,4.280019721,-7.274862257,-4.400263312,-2.134081292,1.721267396,4.644644157
90%:10% Jurkat:293T,12.07114511,-1.598140502,-15.95191908,1.892833926,-5.163893467,6.603738779,1.218577662,0.458499172,7.791257796,-7.309656232
90%:10% Jurkat:293T,14.35819787,2.990090154,2.849740645,-3.825072242,5.069676795,8.302556893,-6.785599533,-0.554714269,-3.999720982,-1.549120834
90%:10% Jurkat:293T,11.63967808,3.112017778,-9.283007238,1.185562543,-3.586882917,7.005127224,2.069421631,-0.599204755,-4.560599511,0.766646807
90%:10% Jurkat:293T,14.34115492,2.231337102,-9.417143292,0.495608185,5.082224798,3.225258743,10.66188342,0.742270112,2.126890496,0.665108541
90%:10% Jurkat:293T,14.88961053,11.57266319,-6.333608765,-0.74328596,-8.370913897,9.314064567,1.39653925,-0.108830096,4.719385407,-1.522535365
90%:10% Jurkat:293T,11.28250158,-5.728025168,-17.53154764,3.535524979,-6.792384349,11.10060271,3.344612563,-1.730645947,-5.237383066,1.425637821
90%:10% Jurkat:293T,16.08543477,4.564614857,-5.80428033,2.247621058,-1.410831342,-1.893578191,4.941540985,0.880015571,1.884549804,-12.50136188
90%:10% Jurkat:293T,11.72334108,-6.981567143,-18.16788443,2.652018009,0.544709065,0.265434522,-0.157510334,-0.051464685,-1.260953917,0.394043436
90%:10% Jurkat:293T,16.20076937,17.41922328,3.234146901,-16.18262585,-15.80286818,-5.576411933,14.93877549,1.501640538,-4.563400837,-3.409793523
90%:10% Jurkat:293T,14.31125198,13.76299228,4.41305057,10.72085247,1.449411851,-7.275405192,3.536525549,-0.253470085,7.706339626,-4.792780927
90%:10% Jurkat:293T,14.15444869,3.70118257,-8.168414034,4.763506473,-4.859081813,3.894711176,-0.629576582,-1.710188133,-8.573825265,-2.016999642
90%:10% Jurkat:293T,11.29758423,6.012172151,1.842768374,-1.516835341,3.443349767,-0.915924859,-3.794950002,0.104226378,-2.362128221,0.854651343
90%:10% Jurkat:293T,11.58875498,-4.688086051,-23.22557174,-0.269928783,-5.697937719,3.261009404,-0.848132399,1.03615908,2.276623069,-3.208852774
90%:10% Jurkat:293T,14.90247935,11.87394953,-14.92597063,11.25219392,-22.94455084,-13.10466492,-6.006825474,-0.035588758,5.479766443,3.569868944
90%:10% Jurkat:293T,14.65906036,9.471532967,-4.288850014,4.140841805,-3.90897017,2.764162804,3.813428257,-0.533960621,-3.648234624,0.919439186
90%:10% Jurkat:293T,-40.39496028,-0.80503153,-4.129267004,-2.664195378,11.79198941,-0.653536959,6.289320365,0.677312135,0.424518927,-2.268936954
90%:10% Jurkat:293T,15.23090773,12.59115037,2.058358264,-14.45853624,0.126325938,10.93242073,4.625608889,0.341731519,5.887007613,3.87487094
90%:10% Jurkat:293T,-36.64109657,0.351166167,-2.768660321,-21.82344944,2.035208752,-13.6377168,1.927223207,-1.699606725,-1.38041081,10.31207388
90%:10% Jurkat:293T,10.88882017,-7.400519955,-6.490908588,-8.880627186,7.674926574,8.18106992,-2.03778657,0.696245493,1.27170173,2.331365581
90%:10% Jurkat:293T,11.38794508,-11.26032157,-13.0966024,-6.904244259,7.83632245,7.555004115,-7.771436379,1.190986745,3.274526723,1.625190686
90%:10% Jurkat:293T,14.48775005,8.898161553,5.508978207,8.475356633,1.279970087,10.42337581,4.455786874,-0.927225215,-4.314774116,1.499556367
90%:10% Jurkat:293T,12.81805128,-0.827191907,-9.965910533,5.077901272,-6.657685292,6.468685062,0.946600646,-0.847477472,-5.231291142,-0.991808991
90%:10% Jurkat:293T,14.4275579,8.473828298,-7.407450069,5.526593001,-3.851922718,-6.726625649,-0.218308636,0.397593182,-1.99009238,-1.510037642
90%:10% Jurkat:293T,14.72143226,6.7954747,1.139063841,-3.377079298,2.076421603,4.474859522,-4.337360726,-0.609218919,-3.408796355,-0.989506394
90%:10% Jurkat:293T,14.20423334,12.24232276,-6.781673835,-2.268885286,-7.29167579,-2.538397924,-0.45928234,-1.754706262,-4.719837443,3.261712432
90%:10% Jurkat:293T,14.51864757,2.723935608,-1.406747754,-6.744896121,2.719113817,2.420324291,-12.3999771,-0.868722131,-4.068395727,-1.748235507
90%:10% Jurkat:293T,11.3141294,7.765243008,-1.893258202,5.64426749,7.499459443,-3.051024514,-1.307339484,0.424985263,2.175822798,2.860470106
90%:10% Jurkat:293T,13.3191797,-5.509805686,-2.071310131,-5.151901676,9.338951152,8.842723408,-4.80608522,-0.820247869,-4.761123976,-1.260416846
90%:10% Jurkat:293T,15.58389169,-10.55677092,5.863857873,-10.30773891,4.22973377,2.365809317,-7.278423471,-0.043543918,-7.925139311,-1.748342186
90%:10% Jurkat:293T,12.35542804,2.597636336,-2.027051279,-5.35891906,5.987277391,0.920376285,-6.018130257,-0.204597239,-0.543113613,3.182920665
90%:10% Jurkat:293T,14.14730596,4.561211684,-2.235259886,6.559431744,-2.063630438,0.150514887,4.320896455,-0.212148588,-0.961084195,-3.684768107
90%:10% Jurkat:293T,13.0332398,6.264052062,-3.603901436,2.556166515,-2.55840394,7.128955286,5.145439483,-0.788778032,-5.04934996,-4.086334656
90%:10% Jurkat:293T,10.00722198,-0.373985238,-10.46757293,2.108818452,6.256021086,-4.745416078,3.913151784,-2.206850625,-3.025862227,-0.124808132
90%:10% Jurkat:293T,9.446456721,-1.435401099,-8.747795414,1.355760137,11.9036129,0.152754892,8.02925727,1.705888471,4.694027127,0.895749089
90%:10% Jurkat:293T,14.67136391,4.209941021,-10.96938501,1.391651404,-2.502697343,6.782114984,5.650247352,0.379648286,-3.747624678,-1.311510519
90%:10% Jurkat:293T,14.7328637,0.573526881,-13.33085749,5.411828955,-1.46277637,1.514076216,0.908726622,0.005660866,6.100880103,0.418907369
90%:10% Jurkat:293T,14.30107796,-0.310370551,-10.18252742,4.230471823,-0.688418912,4.464799898,4.867166943,0.189097054,1.45488807,-2.71811568
90%:10% Jurkat:293T,13.31618277,14.74542429,9.029262767,-11.90282251,1.812733124,4.223649966,-0.367704771,-1.188371099,-1.167575469,-4.178665409
90%:10% Jurkat:293T,14.05783826,18.10180439,5.398051118,-9.740975317,-1.391720769,7.241874038,7.051797408,0.605148913,5.080297937,-1.118329546
90%:10% Jurkat:293T,14.08198375,6.388600051,-1.029854775,-4.066282691,4.316950203,-3.072871996,-3.874834084,-0.144329777,-3.156627098,-3.400954121
90%:10% Jurkat:293T,13.84252652,3.018673397,-15.13189985,0.654395365,-0.367272388,0.567213477,2.227099359,-0.04592835,-0.948962776,0.464895062
90%:10% Jurkat:293T,13.14397155,10.81658936,2.297278465,4.208294568,-5.730207558,7.611458612,-3.652971609,-1.635842243,-1.604241068,0.433306985
90%:10% Jurkat:293T,12.30128967,-6.627013671,-0.987234868,-6.530053663,9.432536814,9.316002423,-2.086189814,0.147830039,-1.542100648,-2.5718139
90%:10% Jurkat:293T,8.577718973,-7.972660374,-23.44576239,-1.409030808,-10.00130091,-3.496739595,-1.944858607,-0.181032544,-3.092696629,-1.653631581
90%:10% Jurkat:293T,12.89724922,15.93430992,2.01489335,7.59012393,5.094989681,-7.455515839,1.089310818,-0.788544206,-2.030519812,2.47362906
90%:10% Jurkat:293T,14.17445828,12.53703574,-0.579837985,6.518556708,8.100266745,-3.250282502,3.670297869,0.945413796,1.12312966,3.357541529
90%:10% Jurkat:293T,13.54920182,10.26612545,-8.376173453,5.740599986,-2.0876732,-1.862239045,0.756750251,-0.496444272,-4.065416604,-1.900633788
90%:10% Jurkat:293T,13.94895585,0.663538391,-7.550768497,5.893289148,0.292837648,1.164452536,3.768013134,-1.886732584,-5.198765175,-6.124346426
90%:10% Jurkat:293T,10.69620512,-9.162160777,-15.26404569,3.289655555,2.081937394,1.994947586,-0.815776235,-0.545968587,-1.328352946,-1.425103339
90%:10% Jurkat:293T,14.25393307,-8.530658863,0.499419982,-5.671518362,5.378909411,2.452592814,-2.478010558,0.511986676,1.455960301,-8.847918635
90%:10% Jurkat:293T,12.39266656,5.415241413,0.533330008,-8.175915411,0.513897669,5.13836883,-10.19364643,-1.078614862,-6.712329896,-2.668384706
90%:10% Jurkat:293T,13.88662737,9.168372566,1.306798779,-6.306662032,-1.651898963,8.51160306,2.00814326,0.533297669,4.102236788,0.247261841
90%:10% Jurkat:293T,14.95619992,-0.091668551,-10.77241128,0.954479849,-0.959247573,-0.043053506,3.659603769,-0.659202847,-7.647496389,0.27747331
90%:10% Jurkat:293T,12.38532902,7.132388436,-2.036592586,4.96898526,5.671182896,-6.803105405,3.61312689,0.628683337,3.24094522,0.860682635
90%:10% Jurkat:293T,12.12442859,-0.267639036,-8.505744596,-3.742534478,5.276151724,-5.792724332,-8.469332764,0.577774099,2.057398409,2.392752469
90%:10% Jurkat:293T,-39.79640722,28.37779199,21.32877236,-10.72184609,-10.37476198,-3.366493733,8.523375451,0.713913054,2.262747627,10.90415507
90%:10% Jurkat:293T,13.51581868,8.284633002,-7.317037321,0.578343798,-9.462943563,-1.014890545,5.90052992,0.799794739,0.190391971,-9.581701681
90%:10% Jurkat:293T,14.1736496,10.47870908,-0.277911403,-2.216737688,-4.341807824,6.543226732,-0.550592097,-1.025243754,-6.142431651,1.195761615
90%:10% Jurkat:293T,14.6664171,7.478438024,5.082785315,9.432541794,10.91728536,-2.749563033,5.036251416,-0.960428697,0.315786032,3.251924914
90%:10% Jurkat:293T,13.023259,5.928883338,-7.045123162,6.413721077,0.482290581,4.721984475,4.158995656,0.250030987,-0.593617179,0.252981408
90%:10% Jurkat:293T,-36.27991981,-5.585921102,-4.834116777,-1.375831045,8.717195662,2.167619518,-4.709767185,-0.263874994,-1.265695139,-3.957750786
90%:10% Jurkat:293T,15.39368963,15.70903523,0.109677865,-1.405660786,-7.961828366,5.102840512,3.372535263,0.933709683,5.492427066,-9.230995074
90%:10% Jurkat:293T,-37.37159389,-11.31158067,-7.768611287,-5.760970547,4.443596904,-4.99396807,-4.210267603,-1.818657412,-4.853710771,-1.781098764
90%:10% Jurkat:293T,18.8024388,10.33488728,13.36321337,-7.291173496,1.35761906,7.993514342,-3.40079827,-1.465570867,0.353488137,0.154793982
90%:10% Jurkat:293T,13.10338121,7.206269074,-10.96665341,1.998307339,-2.731102945,10.52298835,2.061107273,0.061621478,3.234121356,-1.630913311
90%:10% Jurkat:293T,14.05004755,6.446839473,-5.529594353,6.597737062,5.642289319,1.953085431,8.179073701,0.249356734,-3.285142336,-3.047313718
90%:10% Jurkat:293T,15.51283228,-3.702222347,-4.606152877,-10.73484093,3.863842128,3.33426026,-9.631215918,-0.81331789,-3.774921213,-2.084989965
90%:10% Jurkat:293T,11.69624965,-2.509665081,-13.38969259,-3.158936738,4.957192211,-5.2207105,-11.54990035,0.991157116,7.325776247,0.981386313
90%:10% Jurkat:293T,12.95132339,7.26480773,-8.626312653,6.855129685,-2.875799418,-0.152799607,0.310274588,-1.467062143,-3.708368955,-1.184574469
90%:10% Jurkat:293T,14.20428402,7.204817232,-6.233674382,9.335692076,3.287761467,1.23159662,-2.050600726,-1.529786927,-3.110982261,2.178688295
90%:10% Jurkat:293T,11.88051784,5.557906421,-12.26344599,5.894187705,3.780722044,3.295321498,1.422578662,-0.756051084,-3.851306551,1.622565044
90%:10% Jurkat:293T,16.25024895,8.036735995,5.534751554,-12.88856318,-0.589186614,0.613141624,-1.80758414,-0.01358297,1.086744054,-11.40590265
90%:10% Jurkat:293T,14.55226184,-1.010258694,5.518484441,-4.66776084,1.687618667,6.166721152,-7.102322105,-1.13275721,-6.646359284,-2.063834935
90%:10% Jurkat:293T,15.24726939,0.830592184,2.899572065,-2.803946775,6.947804788,-1.067377473,-5.591608107,-0.588142482,-4.117140065,0.039914469
90%:10% Jurkat:293T,15.40241599,22.65189763,-3.326667138,7.211930153,-20.64694151,-9.402172319,4.258983553,-0.952525461,0.980998346,7.00783589
90%:10% Jurkat:293T,13.50933559,-1.041717308,1.902607779,-7.173986418,-0.472106241,-3.740562801,-7.275756498,0.587776152,2.545612289,-10.1209605
90%:10% Jurkat:293T,15.63567552,14.86664398,-1.212324415,-11.46065913,-1.01438717,7.077352965,4.255205859,0.21180946,1.636976307,1.954076128
90%:10% Jurkat:293T,13.49185322,2.287627032,-6.106461539,7.078806098,3.089091219,-1.425412471,2.556230434,0.246477509,3.714751326,-7.479131663
90%:10% Jurkat:293T,12.45059293,2.834324591,-5.013757837,7.608528551,5.438930727,1.923295539,5.952576572,-0.248808842,-5.339786901,1.106416421
90%:10% Jurkat:293T,14.55060543,18.03317416,-0.716882889,12.66777417,1.110030694,-3.006686898,1.204579014,-0.832353917,-3.359758777,2.398967805
90%:10% Jurkat:293T,14.0566043,12.81136858,-0.220968025,5.021394605,9.460558351,-5.571763306,2.242353737,0.310328029,1.810701456,2.862658672
90%:10% Jurkat:293T,14.72190078,3.918018698,-4.318833525,1.011679193,2.796363923,-2.842630845,4.672602066,0.251140348,0.222110405,0.103961322
90%:10% Jurkat:293T,10.85185081,0.215190686,-7.179080851,2.306651515,9.314928278,-1.095484312,3.555023419,0.229442444,4.789258455,2.040431327
90%:10% Jurkat:293T,13.09091832,6.286308373,-3.305471951,2.323280422,0.370122921,5.217342229,2.915007155,0.062549462,0.029622652,-3.659217019
90%:10% Jurkat:293T,-35.58815255,14.10612533,8.467962151,3.241082291,-1.304759507,-5.681316501,2.088155144,1.147468451,-4.947074529,-0.676725041
90%:10% Jurkat:293T,13.01310922,7.156600175,-2.690611808,6.592806461,2.451713459,1.858728103,4.834905134,-0.422887597,-3.932111267,-1.159305696
90%:10% Jurkat:293T,13.59819031,12.69795599,2.490199707,6.727118891,-4.137390192,4.522343923,-0.593759836,-0.722533188,-3.70426251,0.388685151
90%:10% Jurkat:293T,12.26319767,5.430901859,-3.454040644,8.171298795,4.943005521,-3.807351937,-3.21914844,-0.43394835,-0.218962375,3.659513064
90%:10% Jurkat:293T,-36.27704187,-2.599163585,-1.584811765,0.191663242,5.982627466,1.736128218,-5.11195938,0.352843663,-2.440695602,-5.090984862
90%:10% Jurkat:293T,16.45470507,19.31075871,7.535737906,-11.22505027,-4.629016776,12.24325935,8.283614712,0.379674045,0.808773918,7.333965699
90%:10% Jurkat:293T,-37.20312851,3.025338507,2.568527606,0.589143179,7.123215607,0.878748278,-3.170963567,1.103529681,-0.078451968,-2.093476613
90%:10% Jurkat:293T,11.88872586,7.46520231,-4.786216775,0.030912941,4.717874846,-5.719595405,11.69600172,0.883830343,-1.001456477,-9.501405356
90%:10% Jurkat:293T,14.28709603,13.97064062,2.123611425,-7.956273561,-2.759306311,7.896517897,2.924567142,1.503311059,10.65696234,-6.174058454
90%:10% Jurkat:293T,14.49942391,2.061103857,1.149570155,-6.483364356,6.81564442,-0.315686475,-7.536700407,-0.167294114,-4.306387514,-0.951629779
90%:10% Jurkat:293T,14.00361717,10.51226898,-3.868636999,0.69368187,-2.972194259,6.752928358,3.208316054,-0.799938451,-3.332533134,-0.437579292
90%:10% Jurkat:293T,17.11391439,13.47994451,-2.183092458,3.954745472,-5.782554825,-0.912717816,0.325977105,-0.84591046,-5.33832819,0.734671956
90%:10% Jurkat:293T,14.18004882,5.684408287,-11.09460955,5.852249766,-0.461399111,0.66044089,0.195009478,-0.183120046,-0.987198135,2.167645653
90%:10% Jurkat:293T,12.38128397,12.36463891,-10.09058694,7.814015348,-2.32680832,1.540572713,3.885952545,0.540956353,2.529664928,-1.800696205
90%:10% Jurkat:293T,13.20519527,7.022365035,-0.927492759,9.147776126,4.10259862,-2.455347772,1.545002865,-0.84958894,-1.032995119,2.484513976
90%:10% Jurkat:293T,11.2762557,-0.541328997,5.148511423,1.775698395,12.40772677,-2.570563021,-0.107434111,0.610265925,3.745668487,1.266668244
90%:10% Jurkat:293T,12.8688824,-4.095787373,-13.60690358,-11.43120405,1.722437532,0.008251639,-4.97305106,0.693623384,-2.247344926,2.428550518
90%:10% Jurkat:293T,13.9847966,7.422235289,6.275963271,6.321133642,10.5171093,-2.049966103,1.329751746,-0.417557748,4.022467181,3.118486244
90%:10% Jurkat:293T,12.19454167,-0.719366424,0.988397208,5.249423726,10.50003115,-1.944547724,5.161839724,-0.087933764,-1.115073161,-7.340224043
90%:10% Jurkat:293T,-36.92048962,5.878166884,0.294458533,-1.729273377,4.858570601,2.481803822,4.733669575,2.809030168,7.051665437,4.556621999
90%:10% Jurkat:293T,14.39399355,-0.179852833,-10.10388258,3.929483497,-3.707469626,-2.881852379,-2.981162856,-0.348399382,-2.150147975,3.391877958
90%:10% Jurkat:293T,15.7233126,9.513748503,-2.100554733,-0.907619089,-5.766688657,6.406102999,1.419127172,-0.752779309,-2.458620913,-0.356185191
90%:10% Jurkat:293T,14.17235813,13.67608963,0.165519697,3.710939136,6.150436646,-5.311550384,-4.528853343,-0.511816556,-2.940575398,4.380171306
90%:10% Jurkat:293T,16.93528103,13.28688904,1.134838234,-10.38680689,-1.800974699,-16.50365855,-5.94170892,0.098739264,-6.69338077,1.217851868
90%:10% Jurkat:293T,11.2551294,1.476973804,-0.733181307,3.238498096,6.575750006,-4.216642179,0.941078428,-0.047259813,1.073780992,0.609658858
90%:10% Jurkat:293T,13.39475891,3.360679032,-8.62162501,4.344451959,6.164761768,-1.014189317,2.926296906,-0.365403107,-2.860351632,7.091145601
90%:10% Jurkat:293T,13.83528504,3.568182986,-3.214260465,4.534524815,5.469206788,-4.583036997,-5.824501801,0.195937796,4.09971747,3.510706932
90%:10% Jurkat:293T,15.64627767,-2.507823322,-10.55737361,3.044584386,-2.285740535,-6.679148191,-5.119552394,-0.967310698,-2.434523087,3.529836113
90%:10% Jurkat:293T,11.54426103,6.186414877,-0.531249873,-20.00180042,-2.357974724,3.491134845,39.91550669,-0.929662711,-22.15848955,11.75820327
90%:10% Jurkat:293T,16.95033158,9.614661027,9.11941322,0.067410785,-3.54706132,4.326743363,-3.663345634,-0.947061716,2.30200543,-0.31373616
90%:10% Jurkat:293T,13.19591273,6.201715449,-3.749200021,8.363802098,2.615302714,4.255716533,2.328176427,-1.280586055,-6.116747321,1.965111861
90%:10% Jurkat:293T,13.99516604,8.634418901,4.802011214,4.77108327,8.19981398,-4.459812273,-0.271429763,-0.546328842,1.739907207,2.518868226
90%:10% Jurkat:293T,13.26810223,10.94759739,-1.223639167,8.710056102,5.231161433,-1.30912765,5.750634473,-0.661028123,-0.670305669,2.17734389
90%:10% Jurkat:293T,15.07158556,3.325293464,-8.348488478,4.819876716,6.531650796,1.750784755,3.50902956,0.345695975,-1.641309494,4.167893939
90%:10% Jurkat:293T,-24.707323,2.194382119,0.047973669,-3.502191188,8.608562901,-2.546659281,-2.85135922,0.75405657,-1.625774894,-3.097090309
90%:10% Jurkat:293T,12.30079301,-8.833207438,-7.109850188,-1.412315454,9.442044354,1.922598113,-1.90175528,-0.259095874,-0.806509851,-1.690075863
90%:10% Jurkat:293T,11.62534913,-2.255379646,-7.525731632,-12.76818057,6.347955872,2.945521909,-6.963566664,-0.566034526,-6.697735948,0.309201891
90%:10% Jurkat:293T,11.7062303,1.134005625,-8.997266604,5.25048353,3.349787748,4.495463355,2.862790672,-0.286871152,1.666496594,-3.009677608
90%:10% Jurkat:293T,13.18601757,6.894069192,-5.588726571,3.716288919,1.546999763,2.004333448,8.434676571,0.717904269,0.717196649,-8.489551713
90%:10% Jurkat:293T,11.78146185,4.690618253,-1.093563011,1.801678457,5.949887232,6.308403858,3.961838871,-0.607766584,2.455014782,-6.986709584
90%:10% Jurkat:293T,-36.80310987,1.449699531,-4.347917035,0.907013428,7.427860789,1.120289651,-2.260316989,0.270537372,2.990328812,-0.96331868
90%:10% Jurkat:293T,15.01389663,10.36878976,-3.994990508,5.342559672,7.498344667,-1.134262999,10.15933592,0.776370753,4.549696184,1.255326613
90%:10% Jurkat:293T,-38.69574122,1.191517802,2.59889703,-1.466438761,5.947374184,-0.899114665,-4.41139285,-3.845025503,-2.20429068,-4.363263578
90%:10% Jurkat:293T,13.48849178,7.609908219,-4.633107182,0.937720144,-3.667088438,3.777901209,4.720394691,0.870320514,2.945259142,-7.641422408
90%:10% Jurkat:293T,14.98037822,11.35646441,6.203289914,-1.589038725,-0.561349481,-8.141272815,-9.776002958,-0.37696035,-3.688587897,1.233064068
90%:10% Jurkat:293T,-33.41263138,6.378428552,1.901316108,11.17995833,-3.093673709,-2.519395044,-0.989791272,0.05719469,0.978912121,0.612601858
90%:10% Jurkat:293T,15.50106134,9.523453914,-3.53814166,8.114791506,6.119607267,-3.8368004,-0.355752302,-0.56324115,0.788519675,3.718589582
90%:10% Jurkat:293T,8.927503488,1.684567197,-18.01688825,-6.186116156,-9.247637153,2.973072219,0.834402483,1.640432392,8.43924627,-7.943240638
90%:10% Jurkat:293T,15.30291142,7.876676451,0.430853962,6.271187053,2.080522964,-2.048623332,4.848195269,-0.034147939,-0.611619022,1.413114725
90%:10% Jurkat:293T,12.4847888,-2.167507222,-10.90853232,6.27692902,0.499569143,5.419832617,1.544138069,-0.552391757,-1.989083738,-0.349067693
90%:10% Jurkat:293T,14.03507876,10.47546155,-3.841829756,9.973447048,4.056623725,-2.19117767,0.053278354,-0.830141328,-0.080580832,1.299710532
90%:10% Jurkat:293T,12.67131952,13.14592108,2.155534494,4.798121031,-4.342933129,-6.501281346,-7.684173965,-0.186579157,0.783991471,-1.178495463
90%:10% Jurkat:293T,11.87675455,14.253878,4.17186878,1.37523299,6.649942185,-9.954317214,-1.918960451,0.317755435,5.116840962,-7.547655148
90%:10% Jurkat:293T,14.78183294,6.187176349,-8.245429682,1.937001363,-1.376704838,4.06957378,3.916954403,-0.636074867,-4.700460241,0.454942343
90%:10% Jurkat:293T,13.15208034,-13.40937505,-2.646091673,-1.937059515,-4.62222049,2.820441495,-9.308731878,0.00679144,0.550132166,-2.418848624
90%:10% Jurkat:293T,13.91928628,-7.030455111,-3.491503858,1.397901726,9.423012045,2.157337584,1.880325173,0.029828341,-2.241761959,0.801832571
90%:10% Jurkat:293T,12.67613763,5.647082084,7.13299352,-7.239228387,3.234271215,-3.258379649,-6.348844714,0.473025802,-2.868909087,-8.0618394
90%:10% Jurkat:293T,8.705606293,-0.158021144,-12.35093722,-13.81115152,-16.89525445,-4.397332381,6.679989115,-1.158478862,-12.20378159,1.096626598
90%:10% Jurkat:293T,13.92851804,3.307075894,-5.706723836,3.874827081,4.926994035,-0.212834525,3.83064745,-0.325860478,-2.175149041,2.046996909
90%:10% Jurkat:293T,14.64632941,12.69418418,-0.061776335,8.926405485,-4.248216865,3.984042331,3.285090539,-1.390464729,-6.219823955,0.229845294
90%:10% Jurkat:293T,13.62170569,4.921568743,-0.35993111,1.91371425,4.171447121,7.121609943,-2.339858869,-1.237252888,-3.339200176,-3.684998765
90%:10% Jurkat:293T,14.8593764,9.712233759,-0.576876016,5.438819507,8.985924816,-2.786521472,1.478027341,0.377155719,3.365012975,3.467674941
90%:10% Jurkat:293T,12.22983237,6.154747948,-6.535828246,6.115486049,5.372344628,0.979281529,3.152749153,-0.959459414,-1.384318081,1.045966348
90%:10% Jurkat:293T,16.2446238,10.79495361,13.03816129,-1.00417214,-0.067218303,4.149918762,-6.108069156,-1.045209989,-0.940376287,0.544850119
90%:10% Jurkat:293T,12.71127946,8.730387927,-4.515355418,4.187720908,-6.562192066,4.398507692,0.519738436,-1.328308909,-8.705904821,-1.888658736
